,company
6951,Addex Therapeutics Ltd
6952,Spruce Biosciences Inc
6953,Emporiki Bank of Greece SA
6954,People's Insurance Company Group of China Ltd
6955,Gogo Inc
6956,African Oxygen Ltd
6957,Sumitomo Rubber Industries Ltd
6958,Boozt AB
6959,First Interstate BancSystem Inc
6960,OMV Petrom SA
6961,HollyFrontier Corp
6962,Northeast Securities Co Ltd
6963,Norsk Hydro ASA
6964,Dignity PLC
6965,Shanxi Taigang Stainless Steel Co Ltd
6966,DCC PLC
6967,Guaranty Bancshares Inc
6968,Bank Albilad Sjsc
6969,S Immo AG
6970,Trubnaya Metallurgicheskaya Kompaniya PAO
6971,Foot Locker Inc
6972,Pilgrims Pride Corp
6973,Fortress Reit Ltd
6974,Quebecor Inc
6975,St George Bank Ltd
6976,NZME Ltd
6977,CTC Media Inc
6978,Livexlive Media Inc
6979,NCSOFT Corp
6980,Kendrion NV
6981,PDL BioPharma Inc
6982,QEP Resources Inc
6983,Japan Airport Terminal Co Ltd
6984,Federal Bank Ltd
6985,Hidili Industry International Development Ltd
6986,EZTEC Empreendimentos e Participacoes SA
6987,Savara Inc
6988,Viacom Inc
6989,Mitchells & Butlers PLC
6990,Nissan Motor Co Ltd
6991,Tasly Pharmaceutical Group Co Ltd
6992,Orora Ltd
6993,Ziff Davis Inc
6994,Hibbett Sports Inc
6995,Scopus Biopharma Inc
6996,Codan Ltd
6997,Renu Energy Ltd
6998,Guerbet SA
6999,WAVE Life Sciences Ltd
7000,Oki Electric Industry Co Ltd
7001,Cyclone Metals Ltd
7002,Banque Saudi Fransi SJSC
7003,Hon Hai Precision Industry Co Ltd
7004,Flotek Industries Inc
7005,NSI NV
7006,GoDaddy Inc
7007,Koza Altin Isletmeleri AS
7008,Illinois Tool Works Inc
7009,Neuca SA
7010,Compagnie Financiere Richemont SA
7011,Prudential Bancorp Inc
7012,Halma PLC
7013,Dotz Nano Ltd
7014,Hanwha AeroSpace Co Ltd
7015,EMD Millipore Corp
7016,Clevo Co
7017,Korea Shipbuilding & Offshore Engineering Co Ltd
7018,Hospitality Property Fund Ltd
7019,Exor NV
7020,MeiraGTx Holdings PLC
7021,Cassava Sciences Inc
7022,Parkway Holdings Ltd
7023,Ubiquiti Inc
7024,Topdanmark A/S
7025,American Campus Communities Inc
7026,Kiwi Property Group Ltd
7027,Chang Hwa Commercial Bank Ltd
7028,ProQR Therapeutics NV
7029,Sarepta Therapeutics Inc
7030,Gemfields Group Ltd
7031,Tiger Brands Ltd
7032,Zepp Health Corp
7033,Pernod Ricard SA
7034,Sopra Steria Group SA
7035,Micro Focus International PLC
7036,MTN Group Ltd
7037,WABCO Holdings Inc
7038,Fibra Uno Administracion SA de CV
7039,TCL Technology Group Corp
7040,Premium Properties Ltd
7041,Colbun SA
7042,Joinn Laboratories China Co Ltd
7043,Obayashi Corp
7044,DIRTT Environmental Solutions Ltd
7045,Givaudan SA
7046,Magnitogorskiy Metallurgicheskiy Kombinat PAO
7047,Studio City International Holdings Ltd
7048,Schindler Holding AG
7049,Landis+Gyr Group AG
7050,Hurricane Energy PLC
7051,Republic Services Inc
7052,Brightspire Capital Inc
7053,Adtalem Global Education Inc
7054,Phelps Dodge Corporation DELISTED
7055,Dresser-Rand Group Inc
7056,Jiumaojiu International Holdings Ltd
7057,Power Corporation of Canada
7058,Dai-ichi Life Holdings Inc
7059,Greene County Bancorp Inc
7060,Hudson Ltd
7061,EOG Resources Inc
7062,Site Centers Corp
7063,Osaka Gas Co Ltd
7064,Piraeus Port Authority SA
7065,Sotera Health Co
7066,Jupiter Telecommunications Co Ltd
7067,Tahoe Group Co Ltd
7068,ARC Document Solutions Inc
7069,Delhaize Le Lion De Leeuw SCA
7070,Quarterhill Inc
7071,Qutoutiao Inc
7072,Doosan Heavy Industries & Construction Co Ltd
7073,Shaw Communications Inc
7074,Bajaj Finance Ltd
7075,Avenue Therapeutics Inc
7076,Cal-Maine Foods Inc
7077,Amerisafe Inc
7078,BCE Inc
7079,Skyworks Solutions Inc
7080,GN Store Nord A/S
7081,Marcus Corp
7082,ConnectEast Group
7083,Jiangsu King's Luck Brewery Joint-Stock Co Ltd
7084,Mogo Inc
7085,Stepan Co
7086,Ayala Corp
7087,AstraZeneca PLC
7088,Deckers Outdoor Corp
7089,TIBCO Software Inc
7090,TherapeuticsMD Inc
7091,Shenwan Hongyuan Group Co Ltd
7092,Manulife US Real Estate Investment Trust
7093,Downer EDI Ltd
7094,African Rainbow Minerals Ltd
7095,Aksa Enerji Uretim AS
7096,Inner Mongolia First Machinery Group Co Ltd
7097,Bankia SA
7098,Lion Corp
7099,Impax Environmental Markets PLC
7100,Yelp Inc
7101,Surgutneftegaz PAO
7102,Intesa Sanpaolo SpA
7103,Hochdorf Holding AG
7104,ONEOK Inc
7105,FBL Financial Group Inc
7106,Shire Ltd
7107,SDIC Capital Co Ltd
7108,Everbridge Inc
7109,Mercialys SA
7110,DSP Group Inc
7111,Controladora Vuela Compania de Aviacion SAB de CV
7112,MainSource Financial Group Inc
7113,VBG Group AB (publ)
7114,Cypress Semiconductor Corp
7115,Adamas Pharmaceuticals Inc
7116,Warner Chilcott PLC
7117,Telecom Plus PLC
7118,Atlas Iron Pty Ltd
7119,Piper Sandler Companies
7120,Banco de Credito del Peru
7121,Cnooc Petroleum North America ULC
7122,Sanofi SA
7123,Ralph Lauren Corp
7124,Oxurion NV
7125,Sany Heavy Industry Co Ltd
7126,Shenzhen Overseas Chinese Town Co Ltd
7127,Montea Comm VA
7128,Callaway Golf Co
7129,Loblaw Companies Ltd
7130,Xeris Pharmaceuticals Inc
7131,Jupiter Mines Ltd
7132,Retractable Technologies Inc
7133,Computershare Ltd
7134,Wuhan Guide Infrared Co Ltd
7135,Sciclone Pharmaceuticals LLC
7136,Telix Pharmaceuticals Ltd
7137,Hakuhodo DY Holdings Inc
7138,Yantai Eddie Precision Machinery Co Ltd
7139,Emirates NBD Bank PJSC
7140,Charles Stanley Group PLC
7141,Biglari Holdings Inc
7142,Advanced Medical Solutions Group PLC
7143,LVMH Moet Hennessy Louis Vuitton SE
7144,Renaissancere Holdings Ltd
7145,Anixter International Inc
7146,China Hongqiao Group Ltd
7147,Thomson Reuters Corp
7148,Technogym SpA
7149,Orix JREIT Inc
7150,Simpson Manufacturing Co Inc
7151,Guoxuan High-tech Co Ltd
7152,Bayerische Motoren Werke AG
7153,Implenia AG
7154,Raytron Technology Co Ltd
7155,Danaher Corp
7156,Foundation Medicine Inc
7157,Doosan Co Ltd
7158,Suzuken Co Ltd
7159,Avalon Globocare Corp
7160,Nuance Communications Inc
7161,Arcelik AS
7162,Hangzhou Hikvision Digital Technology Co Ltd
7163,Aksa Akrilik Kimya Sanayii AS
7164,Walvax Biotechnology Co Ltd
7165,Hexagon AB
7166,Da An Gene Co Ltd of Sun Yat-Sen University
7167,MMA Offshore Ltd
7168,Sandfire Resources Ltd
7169,Charoen Pokphand Foods PCL
7170,Cosmo Energy Holdings Co Ltd
7171,GCL System Integration Technology Co Ltd
7172,SGS SA
7173,Sinopac Financial Holdings Co Ltd
7174,Morguard Corp
7175,Olympic Steel Inc
7176,Jack Henry & Associates Inc
7177,YouGov PLC
7178,Nomura Research Institute Ltd
7179,EDF Energy Nuclear Generation Group Ltd
7180,Octodec Investments Ltd
7181,Misumi Group Inc
7182,Banco Bbva Argentina SA
7183,SpringWorks Therapeutics Inc
7184,Tobii AB
7185,Swedish Match AB
7186,Brookfield Infrastructure Partners LP
7187,Amil Participacoes SA
7188,GlaxoSmithKline Consumer Healthcare Ltd
7189,Company for Cooperative Insurance SJSC
7190,Valad Property Group Pty Ltd
7191,Kewpie Corp
7192,Speedy Hire PLC
7193,Fennec Pharmaceuticals Inc
7194,Guidehouse Inc
7195,Mastercraft Boat Holdings Inc
7196,Medtronic PLC
7197,Endurance Specialty Holdings Ltd
7198,BHP Group PLC
7199,Hawaiian Holdings Inc
7200,Aspen Insurance Holdings Ltd
7201,Altadis SA
7202,Smurfit Kappa Group PLC
7203,Babcock Southern Holding Ltd
7204,Zhongjin Gold Corp Ltd
7205,Felcor Lodging Trust Inc
7206,Banco Bradesco SA
7207,Energy World Corporation Ltd
7208,Flowers Foods Inc
7209,Isetan Mitsukoshi Holdings Ltd
7210,Beijing BDStar Navigation Co Ltd
7211,CTCI Corp
7212,SDIC Power Holdings Co Ltd
7213,Beasley Broadcast Group Inc
7214,Icl Group Ltd
7215,Adbri Ltd
7216,Magazine Luiza SA
7217,Koninklijke Vopak NV
7218,Carlyle Group Inc
7219,Polimex Mostostal SA
7220,Shree Cement Ltd
7221,Alcanna Inc
7222,Shikoku Electric Power Co Inc
7223,Amerisourcebergen Corp
7224,HICL Infrastructure PLC
7225,American Woodmark Corp
7226,TTM Technologies Inc
7227,Wirecard AG
7228,KWS SAAT SE & Co KgaA
7229,Neovasc Inc
7230,Canfor Corp
7231,Goodwin PLC
7232,IQVIA Holdings Inc
7233,Graham Holdings Co
7234,Diversified Healthcare Trust
7235,Yihai International Holding Ltd
7236,Catalyst Health Solutions Inc
7237,Ecorodovias Infraestrutura e Logistica SA
7238,Ozon Holdings PLC
7239,Guide Exploration Ltd
7240,New York REIT Inc
7241,Alkane Resources Ltd
7242,Massmart Holdings Ltd
7243,Patrizia AG
7244,Carrizo Oil & Gas Inc
7245,Zijin Mining Group Co Ltd
7246,Banque Cantonale de Geneve
7247,Abercrombie & Fitch Co
7248,Futu Holdings Ltd
7249,GLP Pte Ltd
7250,Armstrong Flooring Inc
7251,OneSpaWorld Holdings Ltd
7252,Tethys Oil AB
7253,Lyra Therapeutics Inc
7254,Biocon Ltd
7255,Bank of Nanjing Co Ltd
7256,doValue SpA
7257,Guess? Inc
7258,Tokyu Fudosan Holdings Corp
7259,Bradken Pty Ltd
7260,Aptinyx Inc
7261,WBA Holdings 1 Ltd
7262,Raytheon Technologies Corp
7263,Casio Computer Co Ltd
7264,Mahindra and Mahindra Ltd
7265,Oriflame Holding AG
7266,Synergie SE
7267,Bertrandt AG
7268,Navigators Group Inc
7269,Isagen SA ESP
7270,Mstar Semiconductor Inc
7271,Alexion Pharmaceuticals Inc (Pre-Merger)
7272,Doha Bank QPSC
7273,Paccar Inc
7274,Wanxiang Qianchao Co Ltd
7275,Axon Enterprise Inc
7276,Fiat Chrysler Automobiles NV
7277,Invitae Corp
7278,Wacker Neuson SE
7279,Mid-America Apartment Communities Inc
7280,Vital Healthcare Property Trust
7281,Dexco SA
7282,PennyMac Financial Services Inc
7283,Enwell Energy PLC
7284,Berry Corporation (Bry)
7285,Zhejiang Dahua Technology Co Ltd
7286,Verbio Vereinigte Bioenergie AG
7287,Ryerson Holding Corp
7288,Senior PLC
7289,EDP Energias do Brasil SA
7290,Domino's Pizza Enterprises Ltd
7291,AmTrust Financial Services Inc
7292,Prime Media Group Ltd
7293,Sky Ltd
7294,Gateway Inc
7295,Venture Corporation Ltd
7296,Peugeot SA
7297,Curaleaf Holdings Inc
7298,Healthpeak Properties Inc
7299,XPO Logistics Inc
7300,Tongwei Co Ltd
7301,Dnb ASA
7302,JetBlue Airways Corp
7303,HKBN Ltd
7304,DHC Software Co Ltd
7305,Housing Development Finance Corporation Ltd
7306,Bank of Queensland Ltd
7307,Sichuan Languang Development Co Ltd
7308,CapitalSource Inc
7309,Pegasus Hava Tasimaciligi AS
7310,Roc Oil Company Ltd
7311,WM Morrison Supermarkets PLC
7312,Funko Inc
7313,1st Constitution Bancorp
7314,Praemium Ltd
7315,Chewy Inc
7316,Blackhawk Network Holdings Inc
7317,Endologix LLC
7318,Athersys Inc
7319,Smiths News PLC
7320,Isra Vision AG (Pre-Merger)
7321,Virtusa Corp
7322,Woolworths Group PLC
7323,Turk Hava Yollari AO
7324,Indusind Bank Ltd
7325,Joint Corp
7326,Johnston Press PLC
7327,Aozora Bank Ltd
7328,Focus Minerals Ltd
7329,Lyft Inc
7330,Sempra Energy
7331,Grupo Empresarial San Jose SA
7332,Northgate Information Solutions Holdings Ltd
7333,Vietnam Dairy Products JSC
7334,Evergreen Marine Corp Taiwan Ltd
7335,PDC Energy Inc
7336,InterContinental Hotels Group PLC
7337,Toshiba Corp
7338,Westshore Terminals Investment Corp
7339,Jaguar Mining Inc
7340,Badger Daylighting Ltd
7341,Alleghany Corp
7342,Banco do Brasil SA
7343,Taiyo Yuden Co Ltd
7344,Range Resources - Louisiana Inc
7345,Centrotherm International AG
7346,Nutrisystem Inc
7347,Skshu Paint Co Ltd
7348,Boise Cascade Co
7349,Anglo American Woodsmith Ltd
7350,Santos Brasil Participacoes SA
7351,Richelieu Hardware Ltd
7352,Anel Elektrik Proje Taahhut ve Ticaret AS
7353,TCS Group Holding PLC
7354,Ems Chemie Holding AG
7355,Hopewell Holdings Ltd
7356,Schneider Electric IT Corp
7357,Otokar Otomotiv ve Savunma Sanayi AS
7358,AllianceBernstein Holding LP
7359,"Y-mAbs Therapeutics, Inc"
7360,Guangdong HongDa Blasting Co Ltd
7361,JG Summit Holdings Inc
7362,PolarityTE Inc
7363,Zhejiang Huahai Pharmaceutical Co Ltd
7364,Isetan Mitsukoshi Ltd
7365,Greenbrook TMS Inc
7366,MediaTek Inc
7367,Barracuda Networks Inc
7368,Ardmore Shipping Corp
7369,Lithium Americas Corp
7370,SBI Securities Co Ltd
7371,Atlantic Power LP
7372,Cavium LLC
7373,Pioneer Food Group Ltd
7374,TongKun Group Co Ltd
7375,UNY Group Holdings Co Ltd
7376,Virgin Australia Holdings Ltd
7377,BBGI SICAV SA
7378,Koninklijke DSM NV
7379,Corby Spirit and Wine Ltd
7380,CSX Corp
7381,BTG Ltd
7382,Yamato Kogyo Co Ltd
7383,Sucampo Pharmaceuticals Inc
7384,Grupo Argos SA
7385,Asustek Computer Inc
7386,Sanmina Corp
7387,iSignthis Ltd
7388,Brinks Co
7389,Getronics BV
7390,Hisamitsu Pharmaceutical Co Inc
7391,LKQ Corp
7392,InterXion Holding NV
7393,Greenlight Capital Re Ltd
7394,CSE Global Ltd
7395,Banc of California Inc
7396,Agilent Technologies Inc
7397,Douja Promotion Groupe Addoha SA
7398,Compagnie Maritime Belge SA
7399,Mitsubishi Motors Corp
7400,Companhia de Saneamento do Parana Sanepar
7401,Heilongjiang Agriculture Co Ltd
7402,Wynn Resorts Ltd
7403,Celltrion HealthCare Co Ltd
7404,Kajima Corp
7405,Gty Technology Holdings Inc
7406,Partner Communications Company Ltd
7407,Home Consortium Ltd
7408,ASGN Inc
7409,Gjensidige Forsikring ASA
7410,Banco Popular Espanol SA
7411,Fresnillo PLC
7412,Forum Energy Technologies Inc
7413,Texas Instruments Inc
7414,TAG Immobilien AG
7415,Santos NSW Pty Ltd
7416,Berkshire Hills Bancorp Inc
7417,Westrock MWV LLC
7418,JPmorgan Emerging Markets Investment Trust PLC
7419,Iqvia Inc
7420,Builders FirstSource Inc
7421,Aker Carbon Capture ASA
7422,Docebo Inc
7423,McDonald's Holdings Company Japan Ltd
7424,Daio Paper Corp
7425,First Eagle Private Credit LLC
7426,AutoCanada Inc
7427,Geospace Technologies Corp
7428,Independence Jaguar Ltd
7429,Solaredge Technologies Inc
7430,Qianhe Condiment and Food Co Ltd
7431,Centennial Coal Company Ltd
7432,Tsingtao Brewery Co Ltd
7433,Avaya Inc
7434,NRG Energy Inc
7435,Nordson Corp
7436,Tattooed Chef Inc
7437,Schaffner Holding AG
7438,Tyman PLC
7439,Kasikornbank PCL
7440,TIPCO Asphalt PCL
7441,Banca IFIS SpA
7442,Taylor Morrison Home Corp
7443,Park Ohio Holdings Corp
7444,First Republic Bank
7445,Compagnie des Alpes SA
7446,Almirall SA
7447,Fagron NV
7448,Kratos Defense and Security Solutions Inc
7449,Yamaha Motor Co Ltd
7450,Skanska AB
7451,Telefonica Deutschland Holding AG
7452,Muehlhan AG
7453,Nufarm Ltd
7454,JHSF Participacoes SA
7455,Rex Minerals Ltd
7456,Denison Mines Corp
7457,Companhia Brasileira de Distribuicao
7458,Rexnord Corp
7459,Jounce Therapeutics Inc
7460,Aurobindo Pharma Ltd
7461,Addax Petroleum Corp
7462,TransAlta Corp
7463,Fulton Financial Corp
7464,Hannon Armstrong Sustainable Infrastructure Capital Inc
7465,WPP Aunz Ltd
7466,China Resources Beer Holdings Co Ltd
7467,Weir Group PLC
7468,PepsiCo Inc
7469,Cash Converters International Ltd
7470,Grieg Seafood ASA
7471,Healthequity Inc
7472,Fuji Media Holdings Inc
7473,Kangaroo Resources Ltd
7474,Top Glove Corporation Bhd
7475,Zad Holding Company QPSC
7476,Edwards Lifesciences Corp
7477,Fosun International Ltd
7478,HFF Inc
7479,Washington Real Estate Investment Trust
7480,NVR Inc
7481,CJ CheilJedang Corp
7482,Lotte Fine Chemical Co Ltd
7483,BG Staffing Inc
7484,China Gezhouba Group Co Ltd
7485,Gramercy Property Trust
7486,Bezeq Israeli Telecommunication Corp Ltd
7487,HMS Hydraulic Machines & Systems Group PLC
7488,GP Strategies Corp
7489,Shenzhen Investment Holdings Bay Area Development Co Ltd
7490,Kobayashi Pharmaceutical Co Ltd
7491,IMV Inc
7492,Huize Holding Ltd
7493,Talgo SA
7494,Aecon Group Inc
7495,Bank of Cyprus Holdings PLC
7496,Spark New Zealand Ltd
7497,Webster Financial Corp
7498,Siam Makro PCL
7499,LSC Communications Inc
7500,SoftBank Corp
7501,Chiba Bank Ltd
7502,Polycom Inc
7503,Edinburgh Investment Trust PLC
7504,Nisshinbo Holdings Inc
7505,Jura Infrastructure Ltd
7506,Whitbread PLC
7507,Ashford Hospitality Trust Inc
7508,Wilmington PLC
7509,Gecina SA
7510,Shenzhen Sunway Communication Co Ltd
7511,Silvercorp Metals Inc
7512,Laurentian Bank of Canada
7513,Starbreeze AB
7514,Farmland Partners Inc
7515,Santander Bank Polska SA
7516,Nippon Steel Corp
7517,Bankwell Financial Group Inc
7518,Citius Pharmaceuticals Inc
7519,Glory Ltd
7520,Publicis Groupe SA
7521,Energizer Holdings Inc
7522,OGE Energy Corp
7523,Huntsman Corp
7524,Live Oak Bancshares Inc
7525,Youngevity International Inc
7526,Medical Developments International Ltd
7527,Xpel Inc
7528,Sears Canada Inc
7529,NRC Group Holdings Corp
7530,Apollo Hospitals Enterprise Ltd
7531,Dong-E-E-Jiao Co Ltd
7532,CBL & Associates Properties Inc
7533,Sleep Number Corp
7534,Tegna Inc
7535,Ironwood Pharmaceuticals Inc
7536,Zhejiang Century Huatong Group Co Ltd
7537,Ufj Holdings Inc
7538,Aurelius Equity Opportunities SE & Co KGaA
7539,Qube Holdings Ltd
7540,Limoneira Co
7541,Musti Group Oyj
7542,Corcept Therapeutics Inc
7543,Autoroutes du Sud de la France SA
7544,Kaz Minerals Ltd
7545,CVB Financial Corp
7546,Guanghui Energy Co Ltd
7547,Anadolu Efes Biracilik ve Malt Sanayii AS
7548,Kennedy Wilson Europe Real Estate Ltd
7549,Mckesson Corp
7550,Dycom Industries Inc
7551,TechnipFMC PLC
7552,Skycity Entertainment Group Ltd
7553,Restaurant Group PLC
7554,LivePerson Inc
7555,Angel Yeast Co Ltd
7556,Livzon Pharmaceutical Group Inc
7557,Canada Goose Holdings Inc
7558,Hanmi Financial Corp
7559,Minerva Neurosciences Inc
7560,BGC Partners Inc
7561,Zhejiang China Commodities City Group Co Ltd
7562,Cogent Biosciences Inc
7563,EBOS Group Ltd
7564,Marine Products Corp
7565,DENTSPLY SIRONA Inc
7566,Fortum Oyj
7567,Wynnstay Group PLC
7568,Compania de Minas Buenaventura SAA
7569,Manila Electric Co
7570,CenterPoint Energy Inc
7571,NTPC Ltd
7572,Medusa Mining Ltd
7573,Aspen Aerogels Inc
7574,Cia Hering
7575,Nihon M&A Center Inc
7576,NRW Holdings Ltd
7577,Youngone Corp
7578,EnBW Energie Baden Wuerttemberg AG
7579,China Dongxiang (Group) Co Ltd
7580,Spotless Group Holdings Ltd
7581,Third Point Reinsurance Ltd
7582,Odontoprev SA
7583,Booking Holdings Inc
7584,Zhejiang Supor Co Ltd
7585,MLP Saglik Hizmetleri AS
7586,QTS Realty Trust Inc
7587,Gossamer Bio Inc
7588,Yum China Holdings Inc
7589,Asya Katilim Bankasi AS
7590,Tyco International (US) Inc
7591,China Yangtze Power Co Ltd
7592,Naturgy BAN SA
7593,FSK YeES PAO
7594,Fasadgruppen Group AB (publ)
7595,Kingston Financial Group Ltd
7596,Drive Shack Inc
7597,Basellandschaftliche Kantonalbank
7598,Kingsoft Cloud Holdings Ltd
7599,Berkeley Lights Inc
7600,Kojamo Oyj
7601,Azkoyen SA
7602,Plus Expressways International Bhd
7603,NextDecade Corp
7604,Guizhou Bailing Group Pharmaceutical Co Ltd
7605,HLS Therapeutics Inc
7606,Zumiez Inc
7607,NuVasive Inc
7608,Graphic Packaging Holding Co
7609,Petroleo Brasileiro SA Petrobras
7610,Tikkurila Oyj
7611,Beijing Thunisoft Co Ltd
7612,DIC Asset AG
7613,Komercni Banka as
7614,Molson Coors Beverage Co
7615,Citizens Holding Co
7616,Tourism Holdings Ltd
7617,Cryoport Inc
7618,Kinder Morgan Management LLC
7619,Sonae Industria SGPS SA
7620,HanesBrands Inc
7621,WMS Industries Inc
7622,Faurecia SE
7623,Wingstop Inc
7624,Focus Financial Partners Inc
7625,Lumber Liquidators Holdings Inc
7626,ORBCOMM Inc
7627,Sappi Ltd
7628,goeasy Ltd
7629,Hanjaya Mandala Sampoerna Tbk PT
7630,Alkermes Plc
7631,Jenoptik AG
7632,NIBC Holding NV
7633,Inversiones la Construccion SA
7634,Tinexta SpA
7635,Mesquite Energy Inc
7636,Fujian Anjoy Foods Co Ltd
7637,Sirtex Medical Pty Ltd
7638,Loma Negra Compania Industrial Argentina SA
7639,Bufab AB (publ)
7640,Mizuho Securities Co Ltd
7641,DZS Inc
7642,Energisa SA
7643,Gulf Keystone Petroleum Ltd
7644,Fjord1 ASA
7645,Ideagen PLC
7646,Parque Arauco SA
7647,Black Knight Inc
7648,Marley Spoon AG
7649,Steadfast Group Ltd
7650,KGI Securities Co Ltd
7651,Plaza SA
7652,Airgas Inc
7653,Bank Handlowy w Warszawie SA
7654,EVRAZ plc
7655,Richmond Mutual Bancorporation Inc
7656,Goertek Inc
7657,NewMarket Corp
7658,Bushveld Minerals Ltd
7659,Omega Pharma NV
7660,Vestel Elektronik Sanayi ve Ticaret AS
7661,Guoco Group Ltd
7662,Mediclinic International (RF) Pty Ltd
7663,Noah Holdings Ltd
7664,Elmos Semiconductor SE
7665,FIH Mobile Ltd
7666,Matson Inc
7667,Adams Resources & Energy Inc
7668,Far Eastern New Century Corp
7669,Intervest Offices & Warehouses NV
7670,NIB Holdings Ltd
7671,NFI Group Inc
7672,National Australia Bank Ltd
7673,Interparfums SA
7674,Viavi Solutions Inc
7675,Projektengagemang Sweden AB
7676,Gladstone Commercial Corp
7677,Korean Air Lines Co Ltd
7678,Bogota Financial Corp
7679,BUWOG Group GmbH
7680,APN Outdoor Group Pty Ltd
7681,MSC Industrial Direct Co Inc
7682,Lizhi Inc
7683,UNIQA Insurance Group AG
7684,TAV Havalimanlari Holding AS
7685,Oil Search Ltd
7686,Besalco SA
7687,Suez SA (Ile-De-France)
7688,Jyske Bank A/S
7689,Zix Corp
7690,Atresmedia Corporacion de Medios de Comunicacion SA
7691,UFP Technologies Inc
7692,KCE Electronics PCL
7693,BJ's Wholesale Club Holdings Inc
7694,Jefferies Group LLC
7695,Kearny Financial Corp
7696,Acucap Properties Ltd
7697,Ryohin Keikaku Co Ltd
7698,International Flavors & Fragrances Inc
7699,Philip Morris International Inc
7700,Oesterreichische Post AG
7701,S P Setia Bhd
7702,Hms Holdings LLC
7703,Obrascon Huarte Lain SA
7704,Ardagh Group SA
7705,Chemometec A/S
7706,Appfolio Inc
7707,Globalwafers Co Ltd
7708,Siegfried Holding AG
7709,Ellie Mae Inc
7710,Nippon Electric Glass Co Ltd
7711,Ovato Ltd
7712,Georgia Capital PLC
7713,Novocure Ltd
7714,Avicopter PLC
7715,Timberland LLC
7716,Aerojet Rocketdyne Holdings Inc
7717,Aurizon Mines Ltd
7718,Tillys Inc
7719,Caesars Acquisition Co
7720,First Midwest Bancorp Inc
7721,Griffon Corp
7722,Union Fenosa SA
7723,Great Plains Energy Inc
7724,Pacific Securities Co Ltd
7725,Radius Health Inc
7726,Zoetis Inc
7727,FILA Fabbrica Italiana Lapis ed Affini SpA
7728,Beijing Shunxin Agriculture Co Ltd
7729,Constructora Conconcreto SA
7730,Pfizer Inc
7731,Charter Hall Office Trust
7732,CNFinance Holdings Ltd
7733,Tompkins Financial Corp
7734,Vastned Retail NV
7735,PetIQ Inc
7736,Harsco Corp
7737,Canara Bank Ltd
